,D,norm
0,1,1.27147449325e+12
1,3,2090993520.56
2,4,53811845534.0
3,9,35710821705.8
4,12,97168549874.3
5,27(Ⅰ),2.14598111831e+11
6,27(Ⅱ),1.32548830513e+11
7,27(Ⅲ),1.1628682971e+11
8,36(Ⅰ),2.30757799464e+11
9,36(Ⅱ),1.95458645787e+11
10,81(Ⅰ),3.06359156831e+11
11,81(Ⅱ),2.24608483348e+11
12,81(Ⅲ),58038261495.8
13,81(Ⅳ),1.35358491333e+11
14,81(Ⅴ),1.11599350172e+11
15,81(Ⅵ),1.65720615213e+11
16,108(Ⅰ),3.69235968342e+11
17,108(Ⅱ),17424254872.2
18,108(Ⅲ),12694023489.8
19,108(Ⅳ),3.8714363663e+11
20,108(Ⅴ),85079770136.3
21,108(Ⅵ),1.77989760645e+11
22,324(Ⅰ),4.76109206222e+11
23,324(Ⅱ),1.63853905232e+11
24,324(Ⅲ),1.14467499805e+11
25,324(Ⅳ),6.36122605083e+11
26,324(Ⅴ),3.67524704255e+11
27,324(Ⅵ),1.99900616295e+11
28,324(Ⅶ),1.61452506252e+11
29,324(Ⅷ),1.55966775327e+11
30,324(Ⅸ),1.5473965888e+11
31,324(Ⅹ),1.24977942231e+11
32,324(ⅩⅠ),3.79501518974e+11
33,324(ⅩⅡ),1.18803007578e+11
34,324(ⅩⅢ),1.49427536954e+11
35,324(ⅩⅣ),1.4458569383e+11
36,324(ⅩⅤ),1.7078412203e+11
