,D,norm
0,1,2.88463997156e+11
1,3,9964689845.22
2,4,1454137697.56
3,9,73938477435.7
4,12,48823461319.0
5,27(Ⅰ),61971777966.3
6,27(Ⅱ),45890957373.9
7,27(Ⅲ),70158712307.3
8,36(Ⅰ),26207725570.9
9,36(Ⅱ),1.19953400436e+11
10,81(Ⅰ),30182966292.7
11,81(Ⅱ),30758098115.9
12,81(Ⅲ),38092428348.0
13,81(Ⅳ),82764270911.9
14,81(Ⅴ),1.27008236797e+11
15,81(Ⅵ),73320116563.1
16,108(Ⅰ),29530023691.3
17,108(Ⅱ),47631749198.0
18,108(Ⅲ),32760032321.5
19,108(Ⅳ),74432880607.4
20,108(Ⅴ),52223601980.8
21,108(Ⅵ),93759526157.6
22,324(Ⅰ),46391620952.3
23,324(Ⅱ),31213348211.3
24,324(Ⅲ),69627444076.6
25,324(Ⅳ),1.6992032721e+11
26,324(Ⅴ),52589103780.0
27,324(Ⅵ),76671222721.0
28,324(Ⅶ),90478139001.7
29,324(Ⅷ),93641105413.2
30,324(Ⅸ),1.16338872194e+11
31,324(Ⅹ),53728152540.4
32,324(ⅩⅠ),84959371680.6
33,324(ⅩⅡ),56058276606.4
34,324(ⅩⅢ),1.24864669242e+11
35,324(ⅩⅣ),1.06940973014e+11
36,324(ⅩⅤ),67059774700.0
