,D,norm
0,1,1.73368291408e+14
1,3,1.23500603262e+12
2,4,9.33197369689e+11
3,9,1.59646982031e+13
4,12,8.05442758529e+12
5,27(Ⅰ),8.9421048182e+12
6,27(Ⅱ),2.89437189572e+13
7,27(Ⅲ),3.44170448667e+12
8,36(Ⅰ),1.96755871994e+13
9,36(Ⅱ),6.72484235713e+12
10,81(Ⅰ),5.2723607007e+13
11,81(Ⅱ),1.57303733749e+13
12,81(Ⅲ),1.29009895335e+13
13,81(Ⅳ),2.98658807198e+13
14,81(Ⅴ),1.98502593367e+13
15,81(Ⅵ),1.58311304868e+13
16,108(Ⅰ),7.01728502089e+12
17,108(Ⅱ),7.31984703872e+12
18,108(Ⅲ),1.59622314725e+13
19,108(Ⅳ),2.59440435357e+13
20,108(Ⅴ),1.62191810143e+13
21,108(Ⅵ),1.12531648528e+13
22,324(Ⅰ),4.69300277995e+13
23,324(Ⅱ),4.28992479327e+12
24,324(Ⅲ),3.21580402664e+12
25,324(Ⅳ),3.31011170904e+13
26,324(Ⅴ),3.55575918202e+13
27,324(Ⅵ),1.95483458571e+13
28,324(Ⅶ),1.73749249702e+13
29,324(Ⅷ),2.11608599483e+13
30,324(Ⅸ),1.73486339854e+13
31,324(Ⅹ),1.64381835463e+13
32,324(ⅩⅠ),1.5702721559e+13
33,324(ⅩⅡ),1.11498114772e+13
34,324(ⅩⅢ),1.19550221105e+13
35,324(ⅩⅣ),1.84975229411e+13
36,324(ⅩⅤ),9.69097125782e+12
