,D,norm
0,1,1.0993495705e+12
1,3,1733008344.47
2,4,8051747530.16
3,9,1.12231295921e+11
4,12,1.06096168925e+11
5,27(Ⅰ),1.91879809545e+11
6,27(Ⅱ),82408773854.3
7,27(Ⅲ),36222699675.9
8,36(Ⅰ),5.06180078219e+11
9,36(Ⅱ),78230579971.7
10,81(Ⅰ),3.85450086546e+11
11,81(Ⅱ),1.06302553425e+11
12,81(Ⅲ),68059171745.5
13,81(Ⅳ),2.50448554405e+11
14,81(Ⅴ),1.64216481243e+11
15,81(Ⅵ),34480145819.2
16,108(Ⅰ),2.76497162509e+11
17,108(Ⅱ),12629795730.8
18,108(Ⅲ),56815417075.2
19,108(Ⅳ),2.8936112654e+11
20,108(Ⅴ),1.64756184496e+11
21,108(Ⅵ),2.53376908461e+11
22,324(Ⅰ),7.1137699098e+11
23,324(Ⅱ),1.3411855547e+11
24,324(Ⅲ),31676772241.4
25,324(Ⅳ),6.70356311789e+11
26,324(Ⅴ),4.2387947073e+11
27,324(Ⅵ),2.12841769713e+11
28,324(Ⅶ),91552281847.9
29,324(Ⅷ),3.64510414574e+11
30,324(Ⅸ),90852354857.1
31,324(Ⅹ),2.35957374026e+11
32,324(ⅩⅠ),1.81234897403e+11
33,324(ⅩⅡ),84617909965.7
34,324(ⅩⅢ),1.7863942428e+11
35,324(ⅩⅣ),57542257418.9
36,324(ⅩⅤ),2.07523556476e+11
