,D,norm
0,1,2.77080327233e+12
1,3,36877465025.7
2,4,16777064917.8
3,9,78069956746.0
4,12,1.05912330594e+11
5,27(Ⅰ),3.65715556192e+11
6,27(Ⅱ),2.54191683865e+11
7,27(Ⅲ),94408180620.6
8,36(Ⅰ),3.54840485154e+11
9,36(Ⅱ),3.03779860159e+11
10,81(Ⅰ),2.31326225054e+11
11,81(Ⅱ),1.30458593496e+11
12,81(Ⅲ),1.63136875293e+11
13,81(Ⅳ),5.65778706211e+11
14,81(Ⅴ),1.6396151659e+11
15,81(Ⅵ),2.47188936273e+11
16,108(Ⅰ),3.15037860777e+11
17,108(Ⅱ),48034056496.5
18,108(Ⅲ),22997371458.8
19,108(Ⅳ),5.64740504207e+11
20,108(Ⅴ),4.11293512119e+11
21,108(Ⅵ),2.20985701044e+11
22,324(Ⅰ),5.12335879336e+11
23,324(Ⅱ),1.89737377063e+11
24,324(Ⅲ),67722889085.2
25,324(Ⅳ),1.16262443672e+12
26,324(Ⅴ),8.87831338166e+11
27,324(Ⅵ),3.3716172207e+11
28,324(Ⅶ),4.45404020101e+11
29,324(Ⅷ),4.46757962683e+11
30,324(Ⅸ),74604134842.8
31,324(Ⅹ),1.72383338258e+11
32,324(ⅩⅠ),1.41779063095e+11
33,324(ⅩⅡ),3.72270779902e+11
34,324(ⅩⅢ),2.98706285141e+11
35,324(ⅩⅣ),3.11990190625e+11
36,324(ⅩⅤ),2.77387591884e+11
