,D,norm
0,1,3.59593714695e+11
1,3,11002903533.6
2,4,32662113754.7
3,9,15454555817.8
4,12,57146606746.7
5,27(Ⅰ),96265814682.5
6,27(Ⅱ),43230389548.4
7,27(Ⅲ),76811918020.7
8,36(Ⅰ),32561745016.4
9,36(Ⅱ),66706508141.1
10,81(Ⅰ),39949278097.8
11,81(Ⅱ),31764428293.2
12,81(Ⅲ),35155518430.0
13,81(Ⅳ),48832818538.2
14,81(Ⅴ),90019848728.0
15,81(Ⅵ),77671083038.1
16,108(Ⅰ),24017926971.4
17,108(Ⅱ),57772522727.2
18,108(Ⅲ),43651563681.9
19,108(Ⅳ),46721270716.4
20,108(Ⅴ),70254835184.5
21,108(Ⅵ),92445309946.8
22,324(Ⅰ),73324496845.4
23,324(Ⅱ),89929918740.2
24,324(Ⅲ),58846006555.0
25,324(Ⅳ),1.9481050049e+11
26,324(Ⅴ),1.14676605881e+11
27,324(Ⅵ),81105343377.4
28,324(Ⅶ),1.21748184803e+11
29,324(Ⅷ),1.09194794044e+11
30,324(Ⅸ),84406789224.1
31,324(Ⅹ),77593660549.8
32,324(ⅩⅠ),81085175866.4
33,324(ⅩⅡ),38226667848.7
34,324(ⅩⅢ),59797403964.1
35,324(ⅩⅣ),53227226675.8
36,324(ⅩⅤ),1.36032960282e+11
