,D,norm
0,1,3.49003613428e+11
1,3,8633333690.88
2,4,36230244116.5
3,9,97377321912.6
4,12,59848393073.7
5,27(Ⅰ),79082392386.7
6,27(Ⅱ),69792838399.1
7,27(Ⅲ),80341493019.1
8,36(Ⅰ),1.01544858032e+11
9,36(Ⅱ),1.14033587726e+11
10,81(Ⅰ),2.10506432871e+11
11,81(Ⅱ),62905914970.0
12,81(Ⅲ),55864048044.8
13,81(Ⅳ),1.35000486574e+11
14,81(Ⅴ),1.78043099143e+11
15,81(Ⅵ),2.3613667082e+11
16,108(Ⅰ),2.84111155907e+11
17,108(Ⅱ),1.02734720693e+11
18,108(Ⅲ),1.46267893746e+11
19,108(Ⅳ),2.06330222689e+11
20,108(Ⅴ),1.2837041811e+11
21,108(Ⅵ),80385518105.1
22,324(Ⅰ),2.75527496846e+11
23,324(Ⅱ),38662671974.6
24,324(Ⅲ),67702352797.6
25,324(Ⅳ),4.13343987037e+11
26,324(Ⅴ),1.8660055902e+11
27,324(Ⅵ),2.16273636028e+11
28,324(Ⅶ),98679032338.4
29,324(Ⅷ),93339155464.0
30,324(Ⅸ),2.42925353366e+11
31,324(Ⅹ),1.98636863185e+11
32,324(ⅩⅠ),1.49811416207e+11
33,324(ⅩⅡ),2.76132160005e+11
34,324(ⅩⅢ),1.33974418772e+11
35,324(ⅩⅣ),1.52342339681e+11
36,324(ⅩⅤ),1.4729317368e+11
