,D,norm
0,1,3.35473347911e+11
1,3,6612226781.05
2,4,17647363766.3
3,9,36879607067.2
4,12,36445991143.7
5,27(Ⅰ),29937957595.3
6,27(Ⅱ),70097890831.1
7,27(Ⅲ),27818720965.5
8,36(Ⅰ),28435469321.6
9,36(Ⅱ),54849073031.9
10,81(Ⅰ),32010498954.7
11,81(Ⅱ),19957771737.6
12,81(Ⅲ),48886954533.0
13,81(Ⅳ),49728626211.2
14,81(Ⅴ),1.14532389908e+11
15,81(Ⅵ),90144471506.4
16,108(Ⅰ),50219498065.4
17,108(Ⅱ),91354393426.6
18,108(Ⅲ),73198414711.7
19,108(Ⅳ),60116187674.3
20,108(Ⅴ),69619781464.6
21,108(Ⅵ),1.11446402644e+11
22,324(Ⅰ),60328489056.5
23,324(Ⅱ),62127481613.4
24,324(Ⅲ),61524430818.2
25,324(Ⅳ),1.87477598339e+11
26,324(Ⅴ),70121995036.8
27,324(Ⅵ),31621881088.4
28,324(Ⅶ),97136682329.0
29,324(Ⅷ),70546860194.8
30,324(Ⅸ),45220693403.7
31,324(Ⅹ),1.17085269516e+11
32,324(ⅩⅠ),1.07603716945e+11
33,324(ⅩⅡ),1.56274164216e+11
34,324(ⅩⅢ),1.29315386661e+11
35,324(ⅩⅣ),76818469227.4
36,324(ⅩⅤ),74460133218.9
