x,y,pop
19835802.69,20380293.4724,2937.0
19669169.1244,20436669.3296,1028.0
19666169.569,20413010.2021,2994.0
19749606.9008,20425090.0779,10329.0
19788021.0079,20272949.6895,5303.0
19627963.1024,20308226.4004,5468.0
19721064.1832,20429897.4295,1718.0
19628362.94,20336272.1444,3255.0
19721226.371,20460784.2831,2374.0
19780517.266,20434241.6025,13887.0
19625532.333,20317741.7463,12575.0
19686895.5583,20390158.1272,-826.0
19817467.4404,20428307.4817,2709.0
19716532.7982,20540574.4907,7964.0
19868889.3103,20423791.539,1078.0
19771268.5682,20497801.3573,6439.0
19771268.5682,20497801.3573,3782.0
19811713.9833,20518628.3455,1537.0
19686191.7099,20477347.4525,7193.0
19686751.9232,20477631.775,10878.0
19766714.6135,20264367.8741,8821.0
19608481.6921,20257060.2477,4690.0
19768223.7378,20458499.5043,16506.0
19821569.9921,20566618.2357,-325.0
19692753.5671,20553469.4017,9727.0
19771265.1514,20542627.1035,-1159.0
19644581.3469,20381863.2951,5437.0
19856435.1303,20455663.7223,1675.0
19717383.4118,20457747.0151,4880.0
19665750.7562,20452430.7487,2363.0
19812417.7063,20283298.6057,5744.0
19797240.1458,20458146.7721,7142.0
19770512.0156,20394599.6116,4679.0
19720757.0587,20534012.0576,10689.0
19709251.5656,20343299.0964,-567.0
19825419.973,20493027.913,2619.0
19685379.7677,20324958.5766,2149.0
19771191.5493,20330761.8792,115.0
19767230.9355,20439898.7406,26551.0
19754017.2457,20399593.7486,6404.0
19729474.1269,20314979.0751,2393.0
19851974.9858,20379849.599,3953.0
19666612.7278,20258617.6425,2076.0
19736858.1975,20356227.1828,800.0
19965469.0286,20385389.2348,2907.0
20132501.3137,20352904.5508,1442.0
20047127.1738,20546367.6032,-376.0
20039281.3767,20551956.5153,-856.0
19912701.1731,20523474.9768,1066.0
19912701.1731,20523474.9768,519.0
19764028.3894,20631786.6389,164.0
19764028.3894,20631786.6389,808.0
19946814.5024,20374892.5709,5602.0
19946444.3516,20371206.7871,13344.0
19861067.6293,20668528.7885,-1119.0
20008318.0251,20283524.236,4162.0
19945656.5344,20618575.8179,1085.0
19945656.5344,20618575.8179,1317.0
20017617.3792,20626697.5116,-780.0
20017617.3792,20626697.5116,793.0
20158192.5787,20278377.87,2149.0
20131518.2603,20509874.3303,155.0
19953686.3157,20678073.9875,-1060.0
19953686.3157,20678073.9875,39.0
20002740.3081,20357928.8867,7582.0
20162412.1894,20448609.438,1245.0
19904684.2857,20408678.0518,170.0
20123303.7006,20417448.9833,3294.0
19925775.9447,20445676.0386,2283.0
20058205.5263,20329375.9062,7305.0
19976967.1656,20458064.1459,3768.0
20052239.8103,20365404.9001,6133.0
19957781.2606,20570946.2587,2704.0
19950095.3421,20577768.3748,2435.0
19963631.4745,20590411.2783,1162.0
20035134.8142,20380245.4547,7539.0
20216671.4478,20445959.9992,-245.0
19982290.128,20345782.3324,8681.0
19956314.5798,20551486.5861,1061.0
19956314.5798,20551486.5861,5906.0
19968265.5618,20238752.2542,1885.0
19882016.0443,20388602.9984,1646.0
19916720.771,20645625.5116,-423.0
