,D,norm
0,1,5.07941610754e+12
1,3,12011556522.1
2,4,13939250104.6
3,9,3.32299266604e+11
4,12,2.73630059485e+11
5,27(Ⅰ),1.58710276069e+11
6,27(Ⅱ),5.10966503547e+11
7,27(Ⅲ),3.31826455592e+11
8,36(Ⅰ),2.60581322745e+11
9,36(Ⅱ),3.68383428956e+11
10,81(Ⅰ),7.29920897621e+11
11,81(Ⅱ),3.00832394771e+11
12,81(Ⅲ),94446726318.8
13,81(Ⅳ),2.72750774296e+11
14,81(Ⅴ),3.09681463116e+11
15,81(Ⅵ),4.58636318717e+11
16,108(Ⅰ),7.79888163099e+11
17,108(Ⅱ),1.48493293758e+11
18,108(Ⅲ),73284917748.9
19,108(Ⅳ),4.03472331775e+11
20,108(Ⅴ),4.36823794412e+11
21,108(Ⅵ),2.51908667543e+11
22,324(Ⅰ),8.75290218819e+11
23,324(Ⅱ),83570106455.2
24,324(Ⅲ),1.65776628284e+11
25,324(Ⅳ),2.17341313114e+12
26,324(Ⅴ),4.09714897287e+11
27,324(Ⅵ),3.38670761016e+11
28,324(Ⅶ),4.45940809807e+11
29,324(Ⅷ),5.79545299351e+11
30,324(Ⅸ),6.77050459844e+11
31,324(Ⅹ),3.73292953531e+11
32,324(ⅩⅠ),2.3274143447e+11
33,324(ⅩⅡ),4.49640983262e+11
34,324(ⅩⅢ),4.40854864442e+11
35,324(ⅩⅣ),3.88739837099e+11
36,324(ⅩⅤ),2.1352690063e+11
