,lt_x,lt_y,rb_x,rb_y,target
108,19433106.7762,20682043.7691,20227199.5572,20167966.8976,0.0841368441337
109,19463701.0,20903099.0,20263272.0,20280245.0,0.0840928926661
110,19385843.203,20744763.9473,20341129.797,20238580.0527,0.0836755083067
111,19433106.7762,20715377.1024,20227199.5572,20201300.2309,0.0835765788425
112,19310396.2667,20911289.2667,20216576.7333,20205388.0667,0.0834867387956
113,19415695.909,20695612.3672,20311277.091,20221064.9661,0.083375415738
114,19427837.8804,20642525.7289,20299135.1196,20274151.6044,0.0833701036278
115,19470381.9667,20923860.8,20323257.7,20259483.2,0.0833033832978
116,19497034.3333,20836432.3333,20296605.3333,20213578.3333,0.083286996777
117,19434290.1864,20893096.5637,20226016.1469,20156914.103,0.083172508472
118,19283743.9,20898717.7333,20243229.1,20151292.9333,0.0831261211745
119,19410396.2667,20877955.9333,20316576.7333,20172054.7333,0.0830613186233
120,19319176.5363,20678097.2806,20274463.1304,20171913.3861,0.0829768660337
121,19309719.1966,20852096.879,20217253.8034,20264580.4543,0.0829312298318
122,19457020.0333,20815670.5333,20203286.3,20234340.1333,0.08292457981
123,19467623.5198,20926429.897,20259349.4802,20190247.4363,0.082915304745
124,19377062.9333,20944622.6,20283243.4,20238721.4,0.082842308774
125,19394800.566,20697017.2142,20132172.434,20219660.1192,0.0827164715091
126,19481358.7401,20870456.7673,20445614.2599,20246220.5661,0.082686576124
127,19467877.8292,20959530.9308,20192428.5042,20157146.4025,0.0826340997117
128,19349029.2424,20695612.3672,20244610.4243,20221064.9661,0.0826295276849
129,19332269.0299,20802171.4997,20328037.3034,20381172.5003,0.0825610246602
130,19381358.7401,20837123.4339,20345614.2599,20212887.2327,0.0824093799285
131,19366440.1095,20782043.7691,20160532.8905,20267966.8976,0.0823998783911
132,19450518.6126,21049864.4815,20143121.0541,20133479.5185,0.0823702748111
133,19348025.4068,20903790.1006,20312280.9266,20279553.8994,0.082334484979
134,19527837.8804,20742525.7289,20399135.1196,20374151.6044,0.0822473349946
135,19363386.7885,20622348.6143,20296919.5449,20227662.0524,0.0821919629985
136,19352509.8696,20678097.2806,20307796.4637,20171913.3861,0.0820957161185
137,19345548.6151,20713127.4539,20181424.3849,20270216.5461,0.0819006730415
138,19401211.1625,20926197.5975,20125761.8375,20123813.0692,0.081797551792
139,19517185.2792,21049864.4815,20209787.7208,20133479.5185,0.0816435589281
140,19378881.9484,20646460.7872,20214757.7182,20203549.8795,0.08160744094
141,19442882.0835,20949435.5989,20284090.9165,20167241.7344,0.0813698740452
142,19530367.6667,20803099.0,20329938.6667,20180245.0,0.0812331838321
143,19410396.2667,20911289.2667,20316576.7333,20205388.0667,0.0811719169132
144,19478568.9539,20917938.7806,20248404.0461,20065405.2194,0.0811663047234
145,19470381.9667,20890527.4667,20323257.7,20226149.8667,0.0810706831094
146,19310396.2667,20877955.9333,20216576.7333,20172054.7333,0.0810058856558
147,19367623.5198,20959763.2303,20159349.4802,20223580.7697,0.0809653423296
