,D,norm
0,1,4.88194696066e+12
1,3,91905275691.2
2,4,92298402119.6
3,9,1.92593658778e+11
4,12,5.58745359955e+11
5,27(Ⅰ),1.0608988377e+12
6,27(Ⅱ),3.52553962419e+11
7,27(Ⅲ),2.63857399501e+11
8,36(Ⅰ),1.10707321392e+12
9,36(Ⅱ),5.17714461872e+11
10,81(Ⅰ),3.97006558078e+11
11,81(Ⅱ),4.74972758791e+11
12,81(Ⅲ),8.98441644751e+11
13,81(Ⅳ),1.59012840022e+12
14,81(Ⅴ),6.70972659742e+11
15,81(Ⅵ),1.00515794506e+12
16,108(Ⅰ),2.25672027011e+12
17,108(Ⅱ),3.77511972554e+11
18,108(Ⅲ),2.57237271338e+11
19,108(Ⅳ),1.16654919896e+12
20,108(Ⅴ),4.89242871467e+11
21,108(Ⅵ),1.04192901009e+12
22,324(Ⅰ),2.19429446146e+12
23,324(Ⅱ),9.9306275939e+11
24,324(Ⅲ),5.52315365796e+11
25,324(Ⅳ),2.7087975939e+12
26,324(Ⅴ),9.04414070129e+11
27,324(Ⅵ),1.89564570008e+12
28,324(Ⅶ),1.35455962579e+12
29,324(Ⅷ),5.46740008112e+11
30,324(Ⅸ),1.06983228697e+12
31,324(Ⅹ),6.74147919571e+11
32,324(ⅩⅠ),7.87271118631e+11
33,324(ⅩⅡ),5.5785863005e+11
34,324(ⅩⅢ),9.96431729142e+11
35,324(ⅩⅣ),6.33204777171e+11
36,324(ⅩⅤ),1.0617866356e+12
