,D,norm
0,1,1.43483694924e+13
1,3,6324627264.71
2,4,1.47725304945e+11
3,9,9.2151248389e+11
4,12,1.81018066988e+12
5,27(Ⅰ),1.01244992831e+12
6,27(Ⅱ),6.05170434516e+11
7,27(Ⅲ),6.72439741129e+11
8,36(Ⅰ),5.23418060992e+12
9,36(Ⅱ),9.72919350126e+11
10,81(Ⅰ),1.2172909147e+12
11,81(Ⅱ),5.03271896663e+11
12,81(Ⅲ),2.36769661994e+11
13,81(Ⅳ),2.30425618242e+12
14,81(Ⅴ),2.68626583834e+12
15,81(Ⅵ),1.87528469696e+12
16,108(Ⅰ),1.239604622e+12
17,108(Ⅱ),6.77742546121e+11
18,108(Ⅲ),3.99168909146e+11
19,108(Ⅳ),2.5787305803e+12
20,108(Ⅴ),2.85548715186e+12
21,108(Ⅵ),2.6483157917e+12
22,324(Ⅰ),4.49889415167e+12
23,324(Ⅱ),1.19215485252e+12
24,324(Ⅲ),2.82887771676e+11
25,324(Ⅳ),2.90538066437e+12
26,324(Ⅴ),2.10872577084e+12
27,324(Ⅵ),3.20318828964e+12
28,324(Ⅶ),1.9149747817e+12
29,324(Ⅷ),2.79235386711e+12
30,324(Ⅸ),1.17266053519e+12
31,324(Ⅹ),1.39842843372e+12
32,324(ⅩⅠ),3.05603513667e+12
33,324(ⅩⅡ),1.28818326619e+12
34,324(ⅩⅢ),3.27949960023e+12
35,324(ⅩⅣ),1.32574261818e+12
36,324(ⅩⅤ),2.62069068455e+12
