,D,norm
0,1,1.72057254299e+14
1,3,2.29247479767e+12
2,4,9.65709683861e+11
3,9,2.39047385446e+12
4,12,6.54260996246e+12
5,27(Ⅰ),8.69380859835e+12
6,27(Ⅱ),1.38741283327e+13
7,27(Ⅲ),4.11426994321e+12
8,36(Ⅰ),2.15174616665e+13
9,36(Ⅱ),1.28756795817e+13
10,81(Ⅰ),5.37578247346e+13
11,81(Ⅱ),1.20434951522e+13
12,81(Ⅲ),2.0878961881e+12
13,81(Ⅳ),2.43465389712e+13
14,81(Ⅴ),1.15834487634e+13
15,81(Ⅵ),1.87850493335e+13
16,108(Ⅰ),1.02881759017e+13
17,108(Ⅱ),5.20023021602e+12
18,108(Ⅲ),5.58278983804e+12
19,108(Ⅳ),2.89096858791e+13
20,108(Ⅴ),2.13037529807e+13
21,108(Ⅵ),1.79124831749e+13
22,324(Ⅰ),4.46315677992e+13
23,324(Ⅱ),4.55963190055e+12
24,324(Ⅲ),5.56983635808e+12
25,324(Ⅳ),2.78639240406e+13
26,324(Ⅴ),3.57857178847e+13
27,324(Ⅵ),2.83201906822e+13
28,324(Ⅶ),1.70137021142e+13
29,324(Ⅷ),2.1398978255e+13
30,324(Ⅸ),1.55513861708e+13
31,324(Ⅹ),2.54826217322e+13
32,324(ⅩⅠ),2.45464845829e+13
33,324(ⅩⅡ),1.64353406026e+13
34,324(ⅩⅢ),1.33833911292e+13
35,324(ⅩⅣ),1.66182451691e+13
36,324(ⅩⅤ),1.21817298966e+13
