,D,norm
0,1,7.72515210454e+11
1,3,17919235950.0
2,4,1.02361986499e+11
3,9,95046241594.7
4,12,1.96180981537e+11
5,27(Ⅰ),1.53704234678e+11
6,27(Ⅱ),2.33118013507e+11
7,27(Ⅲ),2.75596445022e+11
8,36(Ⅰ),1.75971013076e+11
9,36(Ⅱ),2.62767510424e+11
10,81(Ⅰ),1.94503774791e+11
11,81(Ⅱ),1.80952825226e+11
12,81(Ⅲ),48539120736.9
13,81(Ⅳ),1.84256285209e+11
14,81(Ⅴ),2.96260542914e+11
15,81(Ⅵ),2.01279534422e+11
16,108(Ⅰ),7.98251262082e+11
17,108(Ⅱ),1.80559944927e+11
18,108(Ⅲ),2.30305829022e+11
19,108(Ⅳ),1.60870564037e+11
20,108(Ⅴ),3.04681356559e+11
21,108(Ⅵ),3.18452774532e+11
22,324(Ⅰ),1.60626235936e+11
23,324(Ⅱ),98459735371.5
24,324(Ⅲ),2.54931584116e+11
25,324(Ⅳ),3.16085781759e+11
26,324(Ⅴ),2.77639625957e+11
27,324(Ⅵ),1.382937073e+11
28,324(Ⅶ),1.71667252108e+11
29,324(Ⅷ),2.43948834988e+11
30,324(Ⅸ),2.22553192393e+11
31,324(Ⅹ),4.26722203157e+11
32,324(ⅩⅠ),2.27351070182e+11
33,324(ⅩⅡ),3.45707436024e+11
34,324(ⅩⅢ),1.9410514636e+11
35,324(ⅩⅣ),3.03234112827e+11
36,324(ⅩⅤ),4.23150601185e+11
