,D,norm
0,1,9.02444267527e+11
1,3,16802556320.9
2,4,1.84215250125e+11
3,9,84945711913.8
4,12,21145085208.6
5,27(Ⅰ),61332823669.2
6,27(Ⅱ),84624585658.9
7,27(Ⅲ),2.02212253091e+11
8,36(Ⅰ),1.05651908013e+11
9,36(Ⅱ),3.01288174949e+11
10,81(Ⅰ),37186097282.0
11,81(Ⅱ),1.45613603828e+11
12,81(Ⅲ),50070230754.7
13,81(Ⅳ),1.9381640676e+11
14,81(Ⅴ),4.21878732509e+11
15,81(Ⅵ),1.53954406394e+11
16,108(Ⅰ),2.01270379804e+11
17,108(Ⅱ),94188977262.6
18,108(Ⅲ),75320000842.6
19,108(Ⅳ),2.31216099543e+11
20,108(Ⅴ),2.85532714454e+11
21,108(Ⅵ),2.8274278924e+11
22,324(Ⅰ),1.11232358201e+11
23,324(Ⅱ),1.52440022477e+11
24,324(Ⅲ),81659945563.7
25,324(Ⅳ),5.41298743806e+11
26,324(Ⅴ),2.26271885786e+11
27,324(Ⅵ),2.47693958209e+11
28,324(Ⅶ),1.76858877064e+11
29,324(Ⅷ),1.84995935391e+11
30,324(Ⅸ),2.68382415041e+11
31,324(Ⅹ),2.23054143153e+11
32,324(ⅩⅠ),4.14516498928e+11
33,324(ⅩⅡ),3.80438435689e+11
34,324(ⅩⅢ),89949820706.8
35,324(ⅩⅣ),2.99623087414e+11
36,324(ⅩⅤ),1.19659512387e+11
