,D,norm
0,1,1.66403765058e+12
1,3,1.43485873001e+11
2,4,1.94123742799e+11
3,9,5.35657906687e+11
4,12,8.10975376065e+11
5,27(Ⅰ),1.16510862281e+12
6,27(Ⅱ),5.38191203332e+11
7,27(Ⅲ),4.0420837762e+11
8,36(Ⅰ),1.74625727169e+12
9,36(Ⅱ),1.36154594421e+12
10,81(Ⅰ),7.219792451e+11
11,81(Ⅱ),5.15907559543e+11
12,81(Ⅲ),5.98039675625e+11
13,81(Ⅳ),1.30009478962e+12
14,81(Ⅴ),1.45512717232e+12
15,81(Ⅵ),1.1207006879e+12
16,108(Ⅰ),2.50650420453e+12
17,108(Ⅱ),4.22476827576e+11
18,108(Ⅲ),4.90042901439e+11
19,108(Ⅳ),1.4448153529e+12
20,108(Ⅴ),1.16222180453e+12
21,108(Ⅵ),1.17455604675e+12
22,324(Ⅰ),5.74282090638e+11
23,324(Ⅱ),8.61303946563e+11
24,324(Ⅲ),7.2549299069e+11
25,324(Ⅳ),1.57639777242e+12
26,324(Ⅴ),1.67466043974e+12
27,324(Ⅵ),9.95485394037e+11
28,324(Ⅶ),1.54601471822e+12
29,324(Ⅷ),1.50720918165e+12
30,324(Ⅸ),8.13754782184e+11
31,324(Ⅹ),1.29491577015e+12
32,324(ⅩⅠ),8.96064524677e+11
33,324(ⅩⅡ),9.61170685738e+11
34,324(ⅩⅢ),1.08260367421e+12
35,324(ⅩⅣ),1.33952392847e+12
36,324(ⅩⅤ),1.2498139488e+12
