,naiseki
0,1289975.83333
1,294611.797741
2,-238096.118476
3,-195335.722222
4,182812.166667
5,350067.722222
6,444450.199548
7,-34266.1161357
8,281929.83762
9,294867.533996
10,398946.935369
11,106573.0121
12,314288.77241
13,15796.8954353
14,-569393.807179
15,-210079.399129
16,-498922.52399
17,307704.493239
18,58743.0146765
19,529110.059369
20,-301121.616178
21,315938.313462
22,-365370.210091
23,746802.376838
24,-205715.485405
25,-410608.627899
26,64071.6689798
27,-344862.841607
28,-283199.770688
29,-352186.355055
30,-358956.656505
31,123496.420154
32,-285541.444227
33,338766.002628
34,203502.594863
35,-149657.955207
36,-726241.994211
37,218536.466589
38,-499820.549602
39,-559553.952289
40,739137.736282
41,-248648.043996
42,-475555.826852
43,8931.99630457
44,-113599.807811
45,210729.126282
46,-297079.20757
47,198757.177124
48,-538690.327215
49,-152408.000251
50,-281122.04669
51,414419.575748
52,602309.392141
53,-152562.794394
54,142870.837962
55,-440486.667801
56,-562415.824247
57,58463.059753
58,189142.137574
59,389915.923405
60,56427.6369572
61,341308.376332
62,-2775.72539478
63,-133412.737223
64,139060.207561
65,-599239.241993
66,410966.261347
67,-134245.942204
68,-164558.440594
69,-534037.262428
70,-255045.78466
71,183849.950654
72,166058.927486
73,129931.939653
74,698154.721602
75,172035.176599
76,-307369.77661
77,-322132.798162
78,214334.1895
79,-125027.740989
80,-157719.706713
81,-672996.876456
82,27911.4808898
83,-14988.1151335
84,-415948.290507
85,318862.844866
86,-697411.875108
87,-169937.145071
88,274282.685808
89,79482.339561
90,-106545.043289
91,-506332.943579
92,206017.181926
93,479284.432458
94,127234.302012
95,166012.581459
96,-55151.9834101
97,-295891.781008
98,-306772.356566
99,447532.977825
100,536314.370343
101,-357340.328889
102,39485.1163777
103,404712.144705
104,349815.268154
105,-10449.023143
106,-144622.750416
107,-107889.307791
108,-760523.729911
109,-725062.163648
110,-141068.246888
111,822986.65613
112,463580.61697
113,700198.860857
114,-95755.4927989
115,485502.76544
116,147037.225265
117,-77278.2505457
118,-120199.387825
119,-368177.961686
120,-4659.46368215
121,-320002.206802
122,409797.19889
123,382003.169463
124,270271.020008
125,-26705.5897815
126,316043.589968
127,130844.441802
128,-40003.2020256
129,-335697.981314
130,467504.320109
131,142972.407024
132,-15182.5962522
133,471459.417193
134,476802.737564
135,194555.188045
136,-222748.471253
137,-661213.1263
138,130688.308289
139,-279380.769779
140,541317.121739
141,-203681.387416
142,-141180.943403
143,245737.523288
144,-192356.688759
145,378562.880719
146,-74227.2437536
147,-545362.369742
148,217668.272968
149,-348768.12873
150,-17653.7394571
151,-396021.39492
152,-222824.342386
153,170876.854167
154,159093.988984
155,519444.041304
156,330473.135767
157,557618.474051
158,-307773.354955
159,128970.0495
160,-7930.02453199
161,334450.88986
162,-260650.752331
163,-295354.886617
164,99651.383476
165,-158506.898333
166,531543.308904
167,-318615.195196
168,-344084.897296
169,-54566.3001507
170,540715.662059
171,604304.194377
172,-30492.9759362
173,285386.125775
174,-374991.201299
175,-330131.134312
176,-259807.597053
177,-395909.823907
178,-293163.296321
179,-407061.087964
180,-285913.060474
181,500770.313842
182,228179.346163
183,334533.373873
184,386729.834422
185,-122013.010183
186,-737817.263114
187,568118.414753
188,-118089.183458
189,-63915.1833193
190,-173700.025445
191,-10968.3011867
192,-256787.572139
193,46344.448082
194,11887.6326797
195,-1009512.62962
196,-212033.309738
197,-80251.694288
198,-74460.6527623
199,-68083.0792429
200,552470.093652
201,390557.858351
202,32433.8917112
203,258702.442393
204,591687.580037
205,-210192.322229
206,3035.03524816
207,-183214.784831
208,151941.083911
209,230037.263759
210,-389222.549396
211,-553692.501773
212,146289.776276
213,-3397.9861534
214,69183.3175639
215,-85802.8494025
216,-629031.829921
217,-211876.052506
218,290465.11062
219,460342.414551
220,30068.3893283
221,310984.356351
222,258138.588319
223,-629312.397745
224,-310772.752984
225,-21501.1508481
226,363368.9627
227,-140687.900018
228,325314.838917
229,-375546.954623
230,59804.7073917
231,252066.4601
232,607953.389682
233,-178468.940153
234,-736685.125134
235,304843.297858
236,-193584.381334
237,-293367.492496
238,163116.883269
239,77397.7153683
240,86998.1937295
241,34096.748596
242,96147.1700999
243,378406.455574
244,-12332.388771
245,-311462.006208
246,329111.561751
247,157158.413967
248,-296038.810218
249,403495.15202
250,-238935.252711
251,338934.445193
252,231125.070685
253,501573.602392
254,-549551.968593
255,230021.021204
256,-43890.0430055
257,-27270.2631439
258,494710.926278
259,21075.1369112
260,389762.422556
261,157462.409417
262,151294.618595
263,433072.250002
264,106313.724808
265,148185.585929
266,-455820.373548
267,410934.092146
268,-81481.2688759
269,281008.526889
270,-6282.8133548
271,-23969.0981186
272,-547311.635518
273,-22530.5641972
274,-111547.384666
275,-295710.086395
276,152331.281746
277,-320231.400199
278,-171027.105085
279,-350233.285443
280,-436505.760847
281,-43380.4971643
282,351001.507886
283,223749.901605
284,-345458.229055
285,-143335.279019
286,-135135.980434
287,399588.218702
288,69228.8598526
289,-96514.497892
290,-351897.498443
291,-138398.530652
292,-317612.250189
293,-258816.802583
294,351225.506904
295,-300572.615082
296,247531.694804
297,480361.134725
298,-13152.5315114
299,-501748.250611
300,469313.011505
301,-45700.6959746
302,345159.560251
303,-477759.607639
304,84743.350632
305,499608.647353
306,-66043.9883344
307,-227696.388879
308,-25435.025505
309,-600436.744345
310,-278449.177562
311,-134493.302837
312,100131.516985
313,518957.831176
314,593756.072135
315,-269799.917575
316,210722.949848
317,-313351.698927
318,-204538.370739
319,113907.769622
320,489023.546129
321,-141801.505435
322,-292605.656231
323,-53460.1653479
