,D,norm
0,1,1.98024842737e+12
1,3,13354183228.5
2,4,26287486838.1
3,9,31011364108.6
4,12,1.49682154274e+11
5,27(Ⅰ),5.28828233047e+11
6,27(Ⅱ),90131525545.5
7,27(Ⅲ),64940768812.7
8,36(Ⅰ),4.05847772494e+11
9,36(Ⅱ),1.09027084806e+11
10,81(Ⅰ),4.99733177439e+11
11,81(Ⅱ),4.4056972515e+11
12,81(Ⅲ),1.18762470041e+11
13,81(Ⅳ),2.14200123824e+11
14,81(Ⅴ),2.39897566449e+11
15,81(Ⅵ),2.60027225948e+11
16,108(Ⅰ),6.99321131411e+11
17,108(Ⅱ),1.04112607789e+11
18,108(Ⅲ),83966318736.8
19,108(Ⅳ),4.01189525031e+11
20,108(Ⅴ),1.27792197813e+11
21,108(Ⅵ),2.1282106745e+11
22,324(Ⅰ),9.56409194224e+11
23,324(Ⅱ),1.03514865183e+11
24,324(Ⅲ),1.48566599416e+11
25,324(Ⅳ),9.66177487856e+11
26,324(Ⅴ),5.82825272109e+11
27,324(Ⅵ),3.51651815242e+11
28,324(Ⅶ),3.63904710847e+11
29,324(Ⅷ),3.53251752295e+11
30,324(Ⅸ),2.06973369736e+11
31,324(Ⅹ),1.38475517956e+11
32,324(ⅩⅠ),3.28915444548e+11
33,324(ⅩⅡ),2.52587130794e+11
34,324(ⅩⅢ),2.72645386428e+11
35,324(ⅩⅣ),3.45128640303e+11
36,324(ⅩⅤ),1.69257880692e+11
