,D,norm
0,1,9.82956578403e+11
1,3,19942803083.0
2,4,75774255760.1
3,9,81133023721.9
4,12,52494271999.6
5,27(Ⅰ),49114341607.5
6,27(Ⅱ),39506377225.3
7,27(Ⅲ),54040089470.4
8,36(Ⅰ),1.70951636727e+11
9,36(Ⅱ),77596556820.7
10,81(Ⅰ),1.36083590266e+11
11,81(Ⅱ),1.00885122479e+11
12,81(Ⅲ),71414924373.8
13,81(Ⅳ),1.61863459494e+11
14,81(Ⅴ),1.52218534818e+11
15,81(Ⅵ),1.11488567234e+11
16,108(Ⅰ),96681054591.2
17,108(Ⅱ),93825427753.0
18,108(Ⅲ),95217142531.6
19,108(Ⅳ),1.49382325186e+11
20,108(Ⅴ),61433698470.1
21,108(Ⅵ),1.57496064675e+11
22,324(Ⅰ),2.61125128423e+11
23,324(Ⅱ),74177810753.7
24,324(Ⅲ),61469739187.1
25,324(Ⅳ),1.90997323312e+11
26,324(Ⅴ),1.50266691265e+11
27,324(Ⅵ),3.73486185518e+11
28,324(Ⅶ),1.97552601565e+11
29,324(Ⅷ),1.3902590007e+11
30,324(Ⅸ),1.68848795434e+11
31,324(Ⅹ),88687634439.3
32,324(ⅩⅠ),1.04384858187e+11
33,324(ⅩⅡ),1.00216011097e+11
34,324(ⅩⅢ),86964531306.0
35,324(ⅩⅣ),1.34654079122e+11
36,324(ⅩⅤ),2.16233688418e+11
