,D,norm
0,1,1.50791517821e+14
1,3,2.75304125013e+12
2,4,4.54857628257e+12
3,9,1.0043415124e+13
4,12,6.67531692871e+12
5,27(Ⅰ),9.71362268676e+12
6,27(Ⅱ),3.77143742209e+12
7,27(Ⅲ),6.65726329423e+12
8,36(Ⅰ),1.89920213341e+13
9,36(Ⅱ),1.05872819128e+13
10,81(Ⅰ),1.98431775504e+13
11,81(Ⅱ),8.8568503678e+12
12,81(Ⅲ),4.49999968078e+12
13,81(Ⅳ),2.27649106736e+13
14,81(Ⅴ),1.35250790527e+13
15,81(Ⅵ),2.02567238737e+13
16,108(Ⅰ),2.27126240099e+13
17,108(Ⅱ),7.54705696406e+12
18,108(Ⅲ),3.62871886025e+12
19,108(Ⅳ),1.5614490792e+13
20,108(Ⅴ),2.2602453427e+13
21,108(Ⅵ),9.01004662301e+12
22,324(Ⅰ),2.7684427433e+13
23,324(Ⅱ),8.60192892369e+12
24,324(Ⅲ),3.43450467313e+12
25,324(Ⅳ),4.19859399266e+13
26,324(Ⅴ),2.73620057418e+13
27,324(Ⅵ),2.08261338241e+13
28,324(Ⅶ),2.74191481318e+13
29,324(Ⅷ),2.09663612741e+13
30,324(Ⅸ),1.77306500579e+13
31,324(Ⅹ),1.54148553145e+13
32,324(ⅩⅠ),1.33620460427e+13
33,324(ⅩⅡ),1.80935485016e+13
34,324(ⅩⅢ),8.26092093898e+12
35,324(ⅩⅣ),1.34203313118e+13
36,324(ⅩⅤ),1.20681682761e+13
