,D,norm
0,1,1.65430629558e+12
1,3,6386029527.34
2,4,14131893527.1
3,9,81354132945.0
4,12,1.42973046485e+11
5,27(Ⅰ),2.76562066233e+11
6,27(Ⅱ),1.46038958978e+11
7,27(Ⅲ),84053166618.4
8,36(Ⅰ),1.72744610507e+11
9,36(Ⅱ),1.59970113827e+11
10,81(Ⅰ),4.09616083941e+11
11,81(Ⅱ),1.5433231691e+11
12,81(Ⅲ),56057418264.5
13,81(Ⅳ),3.57449678231e+11
14,81(Ⅴ),1.93779382231e+11
15,81(Ⅵ),2.54627495114e+11
16,108(Ⅰ),3.01382308499e+11
17,108(Ⅱ),1.83031427115e+11
18,108(Ⅲ),91739490193.9
19,108(Ⅳ),4.1368492181e+11
20,108(Ⅴ),1.07491929053e+11
21,108(Ⅵ),1.64252503388e+11
22,324(Ⅰ),3.82395881881e+11
23,324(Ⅱ),3.42181017243e+11
24,324(Ⅲ),1.16306131035e+11
25,324(Ⅳ),1.09932679611e+12
26,324(Ⅴ),4.9764439863e+11
27,324(Ⅵ),3.1038938072e+11
28,324(Ⅶ),1.89069918591e+11
29,324(Ⅷ),2.98245859076e+11
30,324(Ⅸ),2.12357958114e+11
31,324(Ⅹ),1.7348499101e+11
32,324(ⅩⅠ),1.06446370581e+11
33,324(ⅩⅡ),1.78281805762e+11
34,324(ⅩⅢ),2.36537857702e+11
35,324(ⅩⅣ),1.32046998085e+11
36,324(ⅩⅤ),1.42381560035e+11
