,D,norm
0,1,1.75663346978e+12
1,3,1.2006264956e+11
2,4,69242106074.9
3,9,4.59942983906e+11
4,12,2.30921038256e+11
5,27(Ⅰ),2.2393384855e+11
6,27(Ⅱ),1.46851754166e+11
7,27(Ⅲ),1.72392389263e+11
8,36(Ⅰ),3.59583853878e+11
9,36(Ⅱ),2.44512630455e+11
10,81(Ⅰ),2.08377685299e+11
11,81(Ⅱ),3.98798777642e+11
12,81(Ⅲ),88379497108.9
13,81(Ⅳ),5.20751840836e+11
14,81(Ⅴ),2.01371294627e+11
15,81(Ⅵ),2.72272679803e+11
16,108(Ⅰ),5.13491526021e+11
17,108(Ⅱ),1.9515282484e+11
18,108(Ⅲ),46141468802.9
19,108(Ⅳ),5.01452193455e+11
20,108(Ⅴ),7.23115222773e+11
21,108(Ⅵ),4.1388780106e+11
22,324(Ⅰ),5.46656004538e+11
23,324(Ⅱ),1.39327532253e+11
24,324(Ⅲ),79252720949.5
25,324(Ⅳ),9.31830620113e+11
26,324(Ⅴ),8.99440295989e+11
27,324(Ⅵ),4.72182446899e+11
28,324(Ⅶ),4.55457890797e+11
29,324(Ⅷ),3.11722849499e+11
30,324(Ⅸ),3.62902255156e+11
31,324(Ⅹ),3.96762058431e+11
32,324(ⅩⅠ),1.85933558994e+11
33,324(ⅩⅡ),3.10853949353e+11
34,324(ⅩⅢ),3.41028988967e+11
35,324(ⅩⅣ),2.8760757762e+11
36,324(ⅩⅤ),3.55445505039e+11
