,D,norm
0,1,7.9647681948e+11
1,3,92359244921.9
2,4,37088584609.6
3,9,57353852342.5
4,12,70236617163.8
5,27(Ⅰ),1.63514904435e+11
6,27(Ⅱ),68383096571.5
7,27(Ⅲ),87590774664.1
8,36(Ⅰ),2.58314931355e+11
9,36(Ⅱ),2.14531494813e+11
10,81(Ⅰ),2.05201772724e+11
11,81(Ⅱ),1.21199261382e+11
12,81(Ⅲ),72231014713.3
13,81(Ⅳ),1.00982261729e+11
14,81(Ⅴ),1.34754886342e+11
15,81(Ⅵ),29897011440.1
16,108(Ⅰ),5.21817865969e+11
17,108(Ⅱ),1.31771145875e+11
18,108(Ⅲ),1.42737883323e+11
19,108(Ⅳ),1.17744542357e+11
20,108(Ⅴ),2.1889278981e+11
21,108(Ⅵ),1.96655456397e+11
22,324(Ⅰ),3.11660504103e+11
23,324(Ⅱ),72153974365.2
24,324(Ⅲ),91822529487.6
25,324(Ⅳ),3.61531880623e+11
26,324(Ⅴ),1.47141366224e+11
27,324(Ⅵ),2.03138697163e+11
28,324(Ⅶ),83443635217.3
29,324(Ⅷ),1.02500583739e+11
30,324(Ⅸ),1.29160672911e+11
31,324(Ⅹ),1.12001960835e+11
32,324(ⅩⅠ),82201204419.2
33,324(ⅩⅡ),52155886297.8
34,324(ⅩⅢ),1.62345084335e+11
35,324(ⅩⅣ),86565245592.9
36,324(ⅩⅤ),80430781090.8
