,D,norm
0,1,3.36478626816e+11
1,3,5775423437.08
2,4,9719839210.39
3,9,38449085133.6
4,12,39217437662.0
5,27(Ⅰ),65850547946.2
6,27(Ⅱ),38580889080.5
7,27(Ⅲ),66224257979.0
8,36(Ⅰ),24666648768.1
9,36(Ⅱ),91145236524.6
10,81(Ⅰ),39267622831.7
11,81(Ⅱ),9309006642.4
12,81(Ⅲ),68178539551.2
13,81(Ⅳ),49573856972.5
14,81(Ⅴ),86530301977.0
15,81(Ⅵ),1.37988517203e+11
16,108(Ⅰ),37272628445.1
17,108(Ⅱ),81277585041.9
18,108(Ⅲ),35763911888.3
19,108(Ⅳ),39417751360.0
20,108(Ⅴ),24940148317.9
21,108(Ⅵ),1.49172196663e+11
22,324(Ⅰ),63620452797.6
23,324(Ⅱ),85565741121.2
24,324(Ⅲ),25933639706.8
25,324(Ⅳ),1.78469638365e+11
26,324(Ⅴ),43953898188.4
27,324(Ⅵ),41218146971.0
28,324(Ⅶ),1.15348416719e+11
29,324(Ⅷ),1.1903882067e+11
30,324(Ⅸ),51109055460.4
31,324(Ⅹ),63400872148.9
32,324(ⅩⅠ),98910870954.1
33,324(ⅩⅡ),1.0380229035e+11
34,324(ⅩⅢ),1.47153132804e+11
35,324(ⅩⅣ),60264016494.6
36,324(ⅩⅤ),1.10671797655e+11
