,D,norm
0,1,3.05286916693e+12
1,3,2702344584.02
2,4,1.29497761924e+11
3,9,8.16258705962e+11
4,12,9.37459392456e+11
5,27(Ⅰ),1.17236508478e+12
6,27(Ⅱ),7.78277640899e+11
7,27(Ⅲ),9.08261294637e+11
8,36(Ⅰ),2.13802494928e+12
9,36(Ⅱ),3.55555385347e+11
10,81(Ⅰ),1.4405228939e+12
11,81(Ⅱ),4.61693243367e+11
12,81(Ⅲ),7.9974833537e+11
13,81(Ⅳ),1.44963017868e+12
14,81(Ⅴ),1.54187372674e+12
15,81(Ⅵ),9.49747360139e+11
16,108(Ⅰ),5.48859880613e+11
17,108(Ⅱ),9.55993497688e+11
18,108(Ⅲ),5.58170563601e+11
19,108(Ⅳ),1.95070753927e+12
20,108(Ⅴ),1.08172062304e+12
21,108(Ⅵ),1.03909274196e+12
22,324(Ⅰ),1.23281536626e+12
23,324(Ⅱ),9.61400425497e+11
24,324(Ⅲ),6.77261790545e+11
25,324(Ⅳ),2.69357222259e+12
26,324(Ⅴ),1.12588511728e+12
27,324(Ⅵ),2.74816284186e+12
28,324(Ⅶ),8.3975336925e+11
29,324(Ⅷ),1.43099467667e+12
30,324(Ⅸ),1.5110221826e+12
31,324(Ⅹ),6.28505833219e+11
32,324(ⅩⅠ),4.92233407944e+11
33,324(ⅩⅡ),1.00023214565e+12
34,324(ⅩⅢ),7.31842648258e+11
35,324(ⅩⅣ),1.12426838694e+12
36,324(ⅩⅤ),6.79416657232e+11
