,D,norm
0,1,1.89140913684e+12
1,3,3418150248.15
2,4,9253614695.7
3,9,1.86466752096e+11
4,12,2.11802922576e+11
5,27(Ⅰ),4.51933045381e+11
6,27(Ⅱ),1.01730118684e+11
7,27(Ⅲ),25072428587.2
8,36(Ⅰ),2.64475899488e+11
9,36(Ⅱ),3.03935168269e+11
10,81(Ⅰ),5.17580080123e+11
11,81(Ⅱ),2.37471412433e+11
12,81(Ⅲ),71027360080.6
13,81(Ⅳ),2.64076809013e+11
14,81(Ⅴ),2.46838189192e+11
15,81(Ⅵ),3.28775320324e+11
16,108(Ⅰ),6.44903909334e+11
17,108(Ⅱ),51502190640.0
18,108(Ⅲ),98471608152.7
19,108(Ⅳ),4.66254025749e+11
20,108(Ⅴ),4.90951541299e+11
21,108(Ⅵ),2.33130016772e+11
22,324(Ⅰ),2.30203963483e+11
23,324(Ⅱ),2.64620057375e+11
24,324(Ⅲ),1.09740377751e+11
25,324(Ⅳ),7.61979009707e+11
26,324(Ⅴ),4.78972394496e+11
27,324(Ⅵ),3.38732843877e+11
28,324(Ⅶ),1.9068000673e+11
29,324(Ⅷ),2.58276163501e+11
30,324(Ⅸ),1.68983313403e+11
31,324(Ⅹ),2.12809020117e+11
32,324(ⅩⅠ),3.46211805868e+11
33,324(ⅩⅡ),1.73258294715e+11
34,324(ⅩⅢ),96059567773.3
35,324(ⅩⅣ),2.04415911183e+11
36,324(ⅩⅤ),2.86961874856e+11
