,D,norm
0,1,4.37509454448e+12
1,3,1.99669993096e+11
2,4,1.89351602363e+11
3,9,5.1405730859e+11
4,12,6.3703709305e+11
5,27(Ⅰ),6.0090462037e+11
6,27(Ⅱ),6.51099312182e+11
7,27(Ⅲ),3.68418378725e+11
8,36(Ⅰ),2.23411529683e+12
9,36(Ⅱ),9.37999011391e+11
10,81(Ⅰ),7.83338293655e+11
11,81(Ⅱ),6.43957189247e+11
12,81(Ⅲ),4.02827992177e+11
13,81(Ⅳ),2.33633538388e+12
14,81(Ⅴ),9.78607591269e+11
15,81(Ⅵ),1.03302773211e+12
16,108(Ⅰ),4.97059527992e+11
17,108(Ⅱ),5.68910677507e+11
18,108(Ⅲ),4.54896991903e+11
19,108(Ⅳ),2.21850937828e+12
20,108(Ⅴ),1.00762338605e+12
21,108(Ⅵ),1.2549057814e+12
22,324(Ⅰ),1.61246641999e+12
23,324(Ⅱ),6.35297185099e+11
24,324(Ⅲ),5.37692457945e+11
25,324(Ⅳ),3.58288207055e+12
26,324(Ⅴ),2.58692808688e+12
27,324(Ⅵ),2.69242698159e+12
28,324(Ⅶ),1.06317665273e+12
29,324(Ⅷ),1.44426258994e+12
30,324(Ⅸ),7.52120130475e+11
31,324(Ⅹ),1.17975383798e+12
32,324(ⅩⅠ),1.00513003669e+12
33,324(ⅩⅡ),1.04172422127e+12
34,324(ⅩⅢ),1.3192194372e+12
35,324(ⅩⅣ),1.03999582269e+12
36,324(ⅩⅤ),9.31499248989e+11
