Name,Status,"Population
Census
1990-04-01","Population
Census
2000-04-01","Population
Census
2010-04-01","Population
Estimate
2014-07-01"
White,County,16522,15381,14665,14374
Whiteside,County,60186,60662,58498,56876
Will,County,357313,502211,677560,685419
Williamson,County,57733,61300,66362,67008
Winnebago,County,252913,278441,295264,288542
Woodford,County,32653,35491,38664,39187
Indiana,Federal State,5544156,6080827,6484192,6596855
Adams,County,31095,33605,34387,34791
Allen,County,300836,331859,355327,365918
Bartholomew,County,63657,71467,76786,80217
Benton,County,9441,9427,8854,8700
Blackford,County,14067,14042,12766,12401
Boone,County,38147,46145,56638,61915
Brown,County,14080,14953,15242,14962
Carroll,County,18809,20168,20155,19923
Cass,County,38413,40924,38966,38438
Clark,County,87774,96446,110232,114262
Clay,County,24705,26567,26887,26562
Clinton,County,30974,33879,33224,32776
Crawford,County,9914,10743,10713,10655
Daviess,County,27533,29815,31654,32729
Dearborn,County,38835,46163,50047,49506
Decatur,County,23645,24559,25740,26524
DeKalb,County,35324,40303,42223,42383
Delaware,County,119659,118769,117671,117074
Dubois,County,36616,39868,41889,42345
Elkhart,County,156198,182793,197561,201971
Fayette,County,26015,25591,24302,23468
Floyd,County,64404,70815,74580,76179
Fountain,County,17808,17962,17238,16658
Franklin,County,19580,22187,23087,22934
Fulton,County,18840,20502,20836,20500
Gibson,County,31913,32473,33503,33759
Grant,County,74169,73410,70063,68569
Greene,County,30410,33152,33164,32726
Hamilton,County,108936,182763,274569,302623
Hancock,County,45527,55439,70045,71978
Harrison,County,29890,34354,39364,39299
Hendricks,County,75717,104051,145412,156056
Henry,County,48139,48511,49462,48995
Howard,County,80827,84961,82752,82982
Huntington,County,35427,38078,37124,36706
Jackson,County,37730,41397,42380,43705
Jasper,County,24823,30192,33478,33475
Jay,County,21512,21815,21253,21179
Jefferson,County,29797,31712,32428,32494
Jennings,County,23661,27561,28525,28000
Johnson,County,88109,115181,139867,147538
Knox,County,39884,39263,38440,37938
Kosciusko,County,65294,74053,77356,78564
LaGrange,County,29477,34789,37130,38436
Lake,County,475594,484582,496031,490228
LaPorte,County,107066,110099,111467,111444
Lawrence,County,42836,45912,46129,45704
Madison,County,130669,133322,131636,130069
Marion,County,797159,860440,903389,934243
Marshall,County,42182,45126,47051,47107
Martin,County,10369,10367,10378,10203
Miami,County,36897,36085,36903,35954
Monroe,County,108978,120561,137959,143339
Montgomery,County,34436,37629,38126,38146
Morgan,County,55920,66705,68939,69693
Newton,County,13551,14538,14244,14156
Noble,County,37877,46468,47536,47618
Ohio,County,5315,5568,6128,6035
Orange,County,18409,19301,19840,19626
Owen,County,17281,21781,21583,20969
Parke,County,15410,17194,17354,17233
Perry,County,19107,18887,19338,19454
Pike,County,12509,12835,12844,12624
Porter,County,128932,146806,164347,167076
Posey,County,25968,27078,25910,25540
Pulaski,County,12780,13626,13402,12967
Putnam,County,30315,36060,37952,37618
Randolph,County,27148,27411,26171,25384
Ripley,County,24616,26508,28818,28497
Rush,County,18129,18258,17392,16892
Scott,County,20991,22976,24181,23712
Shelby,County,40307,43380,44393,44579
Spencer,County,19490,20385,20952,20801
Starke,County,22747,23567,23363,23074
Steuben,County,27446,33233,34183,34308
St. Joseph,County,247052,265567,266929,267618
Sullivan,County,18993,21736,21475,21050
Switzerland,County,7738,9082,10613,10452
Tippecanoe,County,130598,148954,172780,183074
Tipton,County,16119,16601,15936,15415
Union,County,6976,7341,7516,7246
Vanderburgh,County,165058,171941,179703,182006
Vermillion,County,16773,16790,16212,15693
Vigo,County,106107,105859,107848,108175
Wabash,County,35069,34968,32888,32252
Warren,County,8176,8415,8508,8352
Warrick,County,44920,52380,59689,61149
Washington,County,23717,27204,28262,27878
Wayne,County,71951,71087,69003,67671
Wells,County,25948,27626,27636,27862
White,County,23265,25264,24643,24453
Whitley,County,27651,30617,33292,33403
Iowa,Federal State,2776831,2926538,3046869,3107126
Adair,County,8409,8252,7682,7454
Adams,County,4866,4479,4029,3875
Allamakee,County,13855,14687,14328,14038
Appanoose,County,13743,13715,12887,12661
Audubon,County,7334,6826,6119,5794
Benton,County,22429,25312,26076,25680
Black Hawk,County,123798,127990,131090,132897
Boone,County,25186,26206,26306,26433
Bremer,County,22813,23361,24276,24721
Buchanan,County,20844,21092,20958,21038
Buena Vista,County,19965,20415,20260,20578
Butler,County,15731,15307,14867,15006
Calhoun,County,11508,11114,10177,9866
Carroll,County,21423,21433,20816,20562
Cass,County,15128,14689,13956,13448
Cedar,County,17444,18181,18497,18411
Cerro Gordo,County,46733,46454,44151,43254
Cherokee,County,14098,13032,12072,11836
Chickasaw,County,13295,13095,12439,12264
Clarke,County,8287,9131,9286,9217
Clay,County,17585,17369,16667,16515
Clayton,County,19054,18667,18129,17692
Clinton,County,51040,50159,49116,48051
Crawford,County,16775,16945,17096,17228
Dallas,County,29755,41109,66137,77400
Davis,County,8312,8541,8753,8781
Decatur,County,8338,8689,8457,8263
Delaware,County,18035,18422,17764,17398
Des Moines,County,42614,42359,40325,40255
Dickinson,County,14909,16429,16667,16935
Dubuque,County,86403,89133,93653,96370
Emmet,County,11569,11022,10302,9990
Fayette,County,21843,22020,20880,20343
Floyd,County,17058,16898,16303,16077
Franklin,County,11364,10700,10680,10436
Fremont,County,8226,8008,7441,7022
Greene,County,10045,10372,9337,9200
Grundy,County,12029,12370,12453,12375
Guthrie,County,10935,11348,10954,10722
Hamilton,County,16071,16435,15673,15117
Hancock,County,12638,12107,11341,11027
Hardin,County,19094,18806,17534,17311
Harrison,County,14730,15674,14937,14324
Henry,County,19226,20353,20145,20217
Howard,County,9809,9951,9566,9449
Humboldt,County,10756,10384,9814,9640
Ida,County,8365,7839,7089,7042
Iowa,County,14630,15680,16355,16375
Jackson,County,19950,20295,19848,19482
Jasper,County,34795,37229,36842,36872
Jefferson,County,16310,16180,16843,17325
Johnson,County,96119,110983,130882,142287
Jones,County,19444,20227,20638,20454
Keokuk,County,11624,11405,10511,10231
Kossuth,County,18591,17159,15543,15222
Lee,County,38687,38062,35862,35286
Linn,County,168767,191728,211226,217751
Louisa,County,11592,12188,11387,11161
Lucas,County,9070,9412,8898,8701
Lyon,County,11952,11763,11581,11683
Madison,County,12483,14012,15679,15609
Mahaska,County,21532,22319,22381,22370
Marion,County,30001,32048,33309,33365
Marshall,County,38276,39332,40648,40866
Mills,County,13202,14543,15059,14831
Mitchell,County,10928,10877,10772,10779
Monona,County,10034,10020,9243,8996
Monroe,County,8114,8012,7970,8001
Montgomery,County,12076,11775,10740,10421
Muscatine,County,39907,41723,42747,42903
O'Brien,County,15444,15096,14398,14056
Osceola,County,7267,7003,6462,6218
Page,County,16870,16982,15943,15496
Palo Alto,County,10669,10143,9421,9099
Plymouth,County,23388,24859,24981,24874
Pocahontas,County,9525,8664,7310,7138
Polk,County,327140,374258,430635,459862
Pottawattamie,County,82628,87825,93149,93128
Poweshiek,County,19033,18829,18914,18668
Ringgold,County,5420,5469,5131,5051
Sac,County,12324,11531,10350,10035
Scott,County,150973,158705,165224,171387
Shelby,County,13230,13064,12167,11948
Sioux,County,29903,31596,33704,34681
Story,County,74252,79988,89542,94073
Tama,County,17419,18099,17767,17451
Taylor,County,7114,6958,6317,6143
Union,County,12750,12312,12534,12516
Van Buren,County,7676,7800,7570,7468
Wapello,County,35696,36067,35625,35212
Warren,County,36033,40672,46228,47956
Washington,County,19612,20679,21704,22070
Wayne,County,7067,6732,6403,6395
Webster,County,40342,40230,38013,36955
Winnebago,County,12122,11717,10866,10559
Winneshiek,County,20847,21291,21058,20768
Woodbury,County,98276,103876,102177,102271
Worth,County,7991,7904,7598,7624
Wright,County,14269,14337,13229,12840
Kansas,Federal State,2477588,2688925,2853132,2904021
Allen,County,14638,14394,13371,12909
Anderson,County,7803,8108,8102,7883
Atchison,County,16932,16787,16924,16513
Barber,County,5874,5307,4861,4897
Barton,County,29382,28200,27674,27385
Bourbon,County,14966,15380,15173,14772
Brown,County,11128,10728,9984,9815
Butler,County,50580,59455,65880,66227
Chase,County,3021,3030,2790,2692
Chautauqua,County,4407,4359,3669,3481
Cherokee,County,21374,22601,21603,20787
Cheyenne,County,3243,3165,2726,2693
Clark,County,2418,2395,2215,2144
Clay,County,9158,8845,8535,8317
Cloud,County,11023,10271,9533,9385
Coffey,County,8404,8871,8601,8433
Comanche,County,2313,1967,1891,1954
Cowley,County,36915,36307,36311,35963
Crawford,County,35582,38248,39134,39290
Decatur,County,4021,3472,2961,2908
Dickinson,County,18958,19327,19754,19394
Doniphan,County,8134,8249,7945,7874
Douglas,County,81798,99953,110826,116585
Edwards,County,3787,3449,3037,3030
Elk,County,3327,3261,2882,2694
Ellis,County,26004,27506,28452,29013
Ellsworth,County,6586,6524,6497,6392
Finney,County,33070,40517,36776,37184
Ford,County,27463,32452,33848,34795
Franklin,County,21994,24784,25996,25611
Geary,County,30453,27849,34362,36713
Gove,County,3231,3074,2695,2727
Graham,County,3543,2944,2597,2566
Grant,County,7159,7905,7829,7816
Gray,County,5396,5918,6006,6082
Greeley,County,1774,1534,1247,1301
Greenwood,County,7847,7663,6689,6328
Hamilton,County,2388,2665,2690,2603
Harper,County,7124,6537,6034,5818
Harvey,County,31028,32885,34684,34820
Haskell,County,3886,4307,4256,4106
Hodgeman,County,2177,2081,1916,1916
Jackson,County,11525,12650,13462,13539
Jefferson,County,15905,18450,19124,18855
Jewell,County,4251,3789,3077,3043
Johnson,County,355021,451541,544179,574272
Kearny,County,4027,4525,3977,3915
Kingman,County,8292,8675,7858,7698
Kiowa,County,3660,3278,2553,2513
Labette,County,23693,22821,21607,20960
Lane,County,2375,2155,1750,1687
Leavenworth,County,64371,68684,76227,78797
Lincoln,County,3653,3578,3241,3167
Linn,County,8254,9541,9656,9502
Logan,County,3081,3051,2756,2794
Lyon,County,34732,35934,33690,33212
Marion,County,12888,13358,12660,12208
Marshall,County,11705,10967,10117,10006
McPherson,County,27268,29560,29180,29241
Meade,County,4247,4628,4575,4357
Miami,County,23466,28340,32783,32822
Mitchell,County,7203,6929,6373,6284
Montgomery,County,38816,36267,35471,34065
Morris,County,6198,6113,5923,5698
Morton,County,3480,3494,3233,3110
Nemaha,County,10446,10716,10178,10148
Neosho,County,17035,16996,16512,16416
Ness,County,4033,3452,3107,3105
Norton,County,5947,5950,5671,5560
Osage,County,15248,16713,16295,15936
Osborne,County,4867,4452,3858,3756
Ottawa,County,5634,6164,6091,6065
Pawnee,County,7555,7235,6973,6916
Phillips,County,6590,5995,5642,5533
Pottawatomie,County,16128,18208,21604,22897
Pratt,County,9702,9649,9656,9850
Rawlins,County,3404,2966,2519,2584
Reno,County,62389,64793,64511,63794
Republic,County,6482,5831,4980,4803
Rice,County,10610,10760,10083,10015
Riley,County,67139,62954,71131,75194
Rooks,County,6039,5685,5181,5155
Rush,County,3842,3549,3307,3197
Russell,County,7835,7374,6970,6956
Saline,County,49301,53599,55606,55755
Scott,County,5289,5120,4936,5080
Sedgwick,County,403662,452901,498365,508803
Seward,County,18743,22517,22952,23465
Shawnee,County,160976,169879,177934,178406
Sheridan,County,3043,2814,2556,2539
Sherman,County,6926,6757,6010,6110
Smith,County,5078,4538,3853,3769
Stafford,County,5365,4789,4437,4297
Stanton,County,2333,2406,2235,2111
Stevens,County,5048,5465,5724,5801
Sumner,County,25841,25944,24132,23528
Thomas,County,8258,8174,7900,7891
Trego,County,3694,3311,3001,2902
Wabaunsee,County,6603,6876,7053,7022
Wallace,County,1821,1749,1485,1506
Washington,County,7073,6458,5799,5598
Wichita,County,2758,2531,2234,2176
Wilson,County,10289,10341,9409,9028
Woodson,County,4116,3788,3309,3157
Wyandotte,County,162026,157924,157505,161636
Kentucky,Federal State,3686892,4042193,4339349,4413457
Adair,County,15360,17275,18656,19204
Allen,County,14628,17792,19967,20384
Anderson,County,14571,19093,21421,21888
Ballard,County,7902,8293,8247,8240
Barren,County,34001,38045,42173,43148
Bath,County,9692,11099,11591,12206
Bell,County,31506,30049,28691,27778
Boone,County,57589,86051,118811,126413
Bourbon,County,19236,19360,19985,19972
Boyd,County,51096,49721,49538,48832
Boyle,County,25590,27676,28420,29706
Bracken,County,7766,8276,8488,8406
Breathitt,County,15703,16089,13876,13409
Breckinridge,County,16312,18633,20053,19888
Bullitt,County,47567,61178,74319,77955
Butler,County,11245,12981,12690,12875
Caldwell,County,13232,13057,12984,12725
Calloway,County,30735,34182,37191,38282
Campbell,County,83866,88627,90336,91833
Carlisle,County,5238,5349,5104,4978
Carroll,County,9292,10170,10811,10815
Carter,County,24340,26879,27718,27223
Casey,County,14211,15450,15952,15891
Christian,County,68941,72402,73939,74250
Clark,County,29496,33180,35613,35758
Clay,County,21746,24586,21730,21147
Clinton,County,9135,9622,10272,10165
Crittenden,County,9196,9384,9315,9224
Cumberland,County,6784,7150,6856,6745
Daviess,County,87189,91542,96659,98275
Edmonson,County,10357,11632,12161,12013
Elliott,County,6455,6747,7852,7672
Estill,County,14614,15315,14672,14447
Fayette,County,225366,260527,295803,310797
Fleming,County,12292,13787,14355,14545
Floyd,County,43586,42451,39451,38108
Franklin,County,44143,47703,49285,49880
Fulton,County,8271,7755,6813,6265
Gallatin,County,5393,7845,8589,8589
Garrard,County,11579,14783,16912,16858
Grant,County,15737,22350,24662,24875
Graves,County,33550,37024,37121,37618
Grayson,County,21050,24037,25746,26194
Green,County,10371,11499,11260,11043
Greenup,County,36796,36927,36914,36308
Hancock,County,7864,8395,8565,8753
Hardin,County,89240,92629,105549,108266
Harlan,County,36574,33192,29278,28163
Harrison,County,16248,17956,18849,18592
Hart,County,14890,17459,18199,18597
Henderson,County,43044,44837,46250,46467
Henry,County,12823,15010,15416,15572
Hickman,County,5566,5254,4902,4734
Hopkins,County,46126,46519,46920,46376
Jackson,County,11955,13492,13494,13289
Jefferson,County,665123,693775,741096,760026
Jessamine,County,30508,39043,48586,50815
Johnson,County,23248,23443,23358,23262
Kenton,County,142005,151449,159721,163929
Knott,County,17906,17650,16346,15892
Knox,County,29676,31739,31883,31798
Larue,County,11679,13363,14193,14180
Laurel,County,43438,52712,58849,60015
Lawrence,County,13998,15558,15858,15804
Lee,County,7422,7915,7889,7594
Leslie,County,13642,12411,11310,10918
Letcher,County,27000,25261,24519,23359
Lewis,County,13029,14078,13872,13880
Lincoln,County,20096,23325,24754,24445
Livingston,County,9062,9806,9519,9359
Logan,County,24416,26593,26835,26867
Lyon,County,6624,8081,8319,8430
Madison,County,57508,70916,82916,87340
Magoffin,County,13077,13334,13333,12913
Marion,County,16499,18244,19820,20007
Marshall,County,27205,30126,31448,30953
Martin,County,12526,12570,12929,12537
Mason,County,16666,16812,17490,17166
McCracken,County,62879,65511,65565,65316
McCreary,County,15603,17078,18306,17863
McLean,County,9628,9942,9531,9478
Meade,County,24170,27989,28597,29139
Menifee,County,5092,6539,6306,6287
Mercer,County,19148,20809,21331,21319
Metcalfe,County,8963,10025,10099,9990
Monroe,County,11401,11737,10963,10704
Montgomery,County,19561,22536,26499,27474
Morgan,County,11648,13949,13923,13303
Muhlenberg,County,31318,31845,31499,31207
Nelson,County,29710,37487,43437,44812
Nicholas,County,6725,6812,7128,7041
Ohio,County,21105,22928,23842,23977
Oldham,County,33263,46495,60316,63490
Owen,County,9035,10542,10838,10645
Owsley,County,5036,4844,4755,4508
Pendleton,County,12062,14384,14876,14493
Perry,County,30283,29415,28712,27597
Pike,County,72584,68777,65024,63034
Powell,County,11686,13236,12613,12434
Pulaski,County,49489,56281,63063,63825
Robertson,County,2124,2269,2282,2197
Rockcastle,County,14803,16546,17056,16826
Rowan,County,20353,22091,23333,23655
Russell,County,14716,16282,17568,17774
Scott,County,23867,33076,47173,51284
Shelby,County,24824,33386,42074,44875
Simpson,County,15145,16411,17327,17826
Spencer,County,6801,11699,17061,17668
Taylor,County,21146,22889,24512,25257
Todd,County,10940,11954,12460,12520
Trigg,County,10361,12600,14334,14142
Trimble,County,6090,8183,8809,8786
Union,County,16557,15454,15007,15165
Warren,County,77720,92546,113781,120460
Washington,County,10441,10920,11717,11959
Wayne,County,17468,19902,20813,20486
Webster,County,13955,14112,13621,13236
Whitley,County,33326,35875,35637,35503
Wolfe,County,6503,7092,7355,7214
Woodford,County,19955,23225,24939,25563
Louisiana,Federal State,4221826,4469035,4533479,4649676
Acadia,Parish,55882,58833,61773,62486
Allen,Parish,21226,25441,25764,25713
Ascension,Parish,58214,76639,107194,117029
Assumption,Parish,22753,23343,23421,23034
Avoyelles,Parish,39159,41501,42073,41145
Beauregard,Parish,30083,32948,35654,36198
Bienville,Parish,16232,15753,14353,13885
Bossier,Parish,86088,99355,116979,125064
Caddo,Parish,248253,251129,254969,252603
Calcasieu,Parish,168134,183606,192770,197204
Caldwell,Parish,9806,10554,10132,9894
Cameron,Parish,9260,9965,6859,6679
Catahoula,Parish,11065,10905,10407,10151
Claiborne,Parish,17405,16850,17195,16412
Concordia,Parish,20828,20221,20822,20466
De Soto,Parish,25668,25489,26656,27142
East Baton Rouge,Parish,380105,412899,440178,446042
East Carroll,Parish,9709,9415,7759,7487
East Feliciana,Parish,19211,21348,20263,19813
Evangeline,Parish,33274,35502,33984,33700
Franklin,Parish,22387,21264,20767,20441
Grant,Parish,17526,18697,22309,22384
Iberia,Parish,68297,73277,73240,73913
Iberville,Parish,31049,33319,33407,33327
Jackson,Parish,15859,15408,16274,15994
Jefferson,Parish,448306,455406,432552,435716
Jefferson Davis,Parish,30722,31432,31594,31477
Lafayette,Parish,164762,190234,221578,235644
Lafourche,Parish,85860,89745,96592,98020
La Salle,Parish,13662,14276,14890,14839
Lincoln,Parish,41745,42503,46735,47617
Livingston,Parish,70523,91889,128040,135751
Madison,Parish,12463,13724,12099,11843
Morehouse,Parish,31938,31037,27979,26760
Natchitoches,Parish,37254,39077,39566,39166
Orleans,Parish,496938,484692,343829,384320
Ouachita,Parish,142191,147256,153720,156325
Plaquemines,Parish,25575,26749,23042,23447
Pointe Coupee,Parish,22540,22761,22802,22406
Rapides,Parish,131556,126390,131613,132488
Red River,Parish,9526,9621,9091,8669
Richland,Parish,20629,20989,20725,20740
Sabine,Parish,22646,23434,24233,24199
St. Bernard,Parish,66631,67230,35897,44409
St. Charles,Parish,42437,48019,52887,52745
St. Helena,Parish,9874,10553,11203,10619
St. James,Parish,20879,21193,22102,21638
St. John the Baptist,Parish,39996,43181,45817,43745
St. Landry,Parish,80312,87662,83384,83709
St. Martin,Parish,44097,48535,52160,53315
St. Mary,Parish,58086,53539,54650,53162
St. Tammany,Parish,144500,191270,233737,245829
Tangipahoa,Parish,85709,100481,121101,127049
Tensas,Parish,7103,6608,5252,4830
Terrebonne,Parish,96982,104772,111584,113328
Union,Parish,20796,22798,22782,22539
Vermilion,Parish,50055,54104,57999,59616
Vernon,Parish,61961,52539,52334,52132
Washington,Parish,43185,43943,47171,46286
Webster,Parish,41989,41814,41207,40333
West Baton Rouge,Parish,19419,21604,23788,25085
West Carroll,Parish,12093,12315,11604,11525
West Feliciana,Parish,12915,15110,15625,15406
Winn,Parish,16498,16889,15313,14743
Maine,Federal State,1227928,1274779,1328361,1330089
Androscoggin,County,105259,103803,107702,107440
Aroostook,County,86936,73943,71871,69447
Cumberland,County,243135,265612,281673,287797
Franklin,County,29008,29470,30768,30296
Hancock,County,46948,51869,54420,54696
Kennebec,County,115904,117074,122151,121112
Knox,County,36310,39631,39736,39676
Lincoln,County,30357,33628,34457,34170
Oxford,County,52602,54715,57831,57238
Penobscot,County,146601,144866,153920,153414
Piscataquis,County,18653,17236,17535,17026
Sagadahoc,County,33535,35187,35293,35045
Somerset,County,49767,50857,52228,51163
Waldo,County,33018,36257,38786,39051
Washington,County,35308,33922,32856,31808
York,County,164587,186709,197134,200710
Maryland,Federal State,4780753,5296647,5773785,5976407
Allegany,County,74946,74909,75087,72952
Anne Arundel,County,427239,489677,537656,560133
Baltimore,County,692134,753947,804973,826925
Baltimore City,City,736014,651262,621121,622793
Calvert,County,51372,74556,88737,90613
Caroline,County,27035,29735,33066,32538
Carroll,County,123372,150881,167138,167830
Cecil,County,71347,85964,101108,102383
Charles,County,101154,120524,146551,154747
Dorchester,County,30236,30671,32618,32578
Frederick,County,150208,195277,233385,243675
Garrett,County,28138,29852,30097,29679
Harford,County,182132,218914,244826,250105
Howard,County,187328,247876,287085,309284
Kent,County,17842,19201,20197,19820
Montgomery,County,762875,873874,971806,1030447
Prince George's,County,722705,801091,863519,904430
Queen Anne's,County,33953,40580,47798,48804
Somerset,County,23440,24746,26470,25859
St. Mary's,County,75974,86196,105151,110382
Talbot,County,30549,33806,37782,37643
Washington,County,121393,131911,147430,149573
Wicomico,County,74339,84638,98733,101539
Worcester,County,35028,46559,51451,51675
Massachusetts,Federal State,6016425,6349364,6547817,6745408
Barnstable,County,186605,222239,215888,214914
Berkshire,County,139352,134922,131272,128715
Bristol,County,506325,534702,548285,554194
Dukes,County,11639,15001,16535,17356
Essex,County,670080,723496,743175,769091
Franklin,County,70086,71540,71372,70862
Hampden,County,456310,456280,463625,468161
Hampshire,County,146568,152237,158080,160939
Middlesex,County,1398468,1465244,1503126,1570315
Nantucket,County,6012,9522,10172,10856
Norfolk,County,616087,650265,670743,692254
Plymouth,County,435276,472858,494915,507022
Suffolk,County,663906,691047,722087,767254
Worcester,County,709711,750011,798542,813475
Michigan,Federal State,9295287,9938823,9884133,9909877
Alcona,County,10145,11709,10942,10454
Alger,County,8972,9860,9601,9459
Allegan,County,90509,105631,111408,113847
Alpena,County,30605,31297,29598,28988
Antrim,County,18185,23102,23580,23267
Arenac,County,14906,17279,15899,15353
Baraga,County,7954,8739,8860,8654
Barry,County,50057,56776,59175,59281
Bay,County,111723,110271,107771,106179
Benzie,County,12200,15986,17525,17519
Berrien,County,161378,162491,156817,155233
Branch,County,41502,45781,45248,43545
Calhoun,County,135982,137991,136148,134878
Cass,County,49477,51086,52286,51608
Charlevoix,County,21468,26087,25949,26121
Cheboygan,County,21398,26406,26150,25675
Chippewa,County,34604,38543,38673,38321
Clare,County,24952,31259,30926,30652
Clinton,County,57893,64715,75382,77297
Crawford,County,12260,14236,14074,13745
Delta,County,37780,38528,37069,36559
Dickinson,County,26831,27474,26168,25957
Eaton,County,92879,103721,107759,108579
Emmet,County,25040,31435,32694,33204
Genesee,County,430459,436213,425790,412895
Gladwin,County,21896,26042,25692,25411
Gogebic,County,18052,17375,16427,15737
Grand Traverse,County,64273,77655,86986,90782
Gratiot,County,38982,42289,42476,41665
Hillsdale,County,43431,46540,46688,45830
Houghton,County,35446,36013,36628,36495
Huron,County,34951,36088,33118,32065
Ingham,County,281912,279409,280891,284582
Ionia,County,57024,61539,63905,64294
Iosco,County,30209,27343,25887,25420
Iron,County,13175,13129,11817,11387
Isabella,County,54624,63336,70311,70616
Jackson,County,149756,158426,160248,159741
Kalamazoo,County,223411,238602,250331,258818
Kalkaska,County,13497,16565,17153,17394
Kent,County,500631,574421,602622,629237
Keweenaw,County,1701,2296,2156,2217
Lake,County,8583,11274,11539,11341
Lapeer,County,74768,87947,88316,88153
Leelanau,County,16527,21125,21708,21915
Lenawee,County,91476,98970,99892,99047
Livingston,County,115645,156943,180967,185596
Luce,County,5763,7028,6631,6426
Mackinac,County,10674,11941,11113,11042
Macomb,County,717400,788120,840987,860112
Manistee,County,21265,24500,24733,24420
Marquette,County,70887,64634,67077,67676
Mason,County,25537,28283,28705,28824
Mecosta,County,37308,40547,42798,43186
Menominee,County,24920,25323,24029,23714
Midland,County,75651,82797,83629,83427
Missaukee,County,12147,14473,14849,15037
Monroe,County,133600,145939,152021,149824
Montcalm,County,53059,61270,63342,62893
Montmorency,County,8936,10316,9765,9300
Muskegon,County,158983,170208,172188,172344
Newaygo,County,38206,47858,48460,47900
Oakland,County,1083592,1194346,1202362,1237868
Oceana,County,22455,26857,26570,26221
Ogemaw,County,18681,21644,21699,21039
Ontonagon,County,8854,7817,6780,6172
Osceola,County,20146,23199,23528,23169
Oscoda,County,7842,9399,8640,8371
Otsego,County,17957,23310,24164,24158
Ottawa,County,187768,238413,263801,276292
Presque Isle,County,13743,14421,13376,13004
Roscommon,County,19776,25452,24449,23955
Saginaw,County,211946,210051,200169,195012
Sanilac,County,39928,44511,43114,41587
Schoolcraft,County,8302,8900,8485,8171
Shiawassee,County,69770,71695,70648,68933
St. Clair,County,145607,164242,163040,160078
St. Joseph,County,58913,62411,61295,60946
Tuscola,County,55498,58263,55729,54000
Van Buren,County,70060,76239,76265,75199
Washtenaw,County,282937,322818,345066,356874
Wayne,County,2111687,2061180,1820641,1764804
Wexford,County,26360,30475,32735,32886
Minnesota,Federal State,4375665,4919631,5303925,5457173
Aitkin,County,12425,15221,16202,15771
Anoka,County,243641,298164,330844,341864
Becker,County,27881,30006,32504,33259
Beltrami,County,34384,39638,44442,45664
Benton,County,30185,34242,38451,39506
Big Stone,County,6285,5816,5269,5127
Blue Earth,County,54044,55931,64013,65385
Brown,County,26984,26916,25893,25292
Carlton,County,29259,31705,35386,35571
Carver,County,47915,70243,91079,97338
Cass,County,21791,27148,28567,28559
Chippewa,County,13228,12937,12441,12110
Chisago,County,30521,41116,53887,54025
Clay,County,50422,51227,58999,61286
Clearwater,County,8309,8432,8695,8791
Cook,County,3868,5164,5176,5233
Cottonwood,County,12694,12190,11687,11633
Crow Wing,County,44249,54985,62500,63265
Dakota,County,275210,355923,398552,412529
Dodge,County,15731,17735,20087,20353
Douglas,County,28674,32808,36009,36790
Faribault,County,16937,16180,14553,14192
Fillmore,County,20777,21113,20866,20776
Freeborn,County,33060,32584,31255,30840
Goodhue,County,40690,44139,46183,46423
Grant,County,6246,6286,6018,5956
Hennepin,County,1032431,1116162,1152388,1212064
Houston,County,18497,19725,19027,18738
Hubbard,County,14939,18314,20428,20573
Isanti,County,25921,31280,37816,38413
Itasca,County,40844,43909,45058,45589
Jackson,County,11677,11242,10266,10269
Kanabec,County,12802,14987,16239,15930
Kandiyohi,County,38761,41193,42239,42285
Kittson,County,5767,5279,4552,4435
Koochiching,County,16299,14351,13311,12856
Lac qui Parle,County,8924,8073,7259,6891
Lake,County,10415,11053,10866,10680
Lake of the Woods,County,4076,4508,4045,3918
Le Sueur,County,23239,25416,27703,27770
Lincoln,County,6890,6425,5896,5788
Lyon,County,24789,25437,25857,25665
Mahnomen,County,5044,5190,5413,5505
Marshall,County,10993,10147,9439,9417
Martin,County,22914,21807,20840,20220
McLeod,County,32030,34906,36651,35882
Meeker,County,20846,22636,23300,23107
Mille Lacs,County,18670,22304,26097,25884
Morrison,County,29604,31743,33198,32810
Mower,County,37385,38604,39163,39323
Murray,County,9660,9169,8725,8470
Nicollet,County,28076,29780,32727,33093
Nobles,County,20098,20832,21378,21590
Norman,County,7975,7442,6852,6639
Olmsted,County,106470,124287,144260,150287
Otter Tail,County,50714,57083,57303,57635
Pennington,County,13306,13590,13930,14058
Pine,County,21264,26429,29750,29095
Pipestone,County,10491,9898,9596,9281
Polk,County,32589,31370,31600,31704
Pope,County,10745,11222,10995,10984
Ramsey,County,485760,511272,508640,532655
Red Lake,County,4525,4300,4089,4043
Redwood,County,17254,16813,16059,15515
Renville,County,17673,17147,15730,15025
Rice,County,49183,56663,64144,65151
Rock,County,9806,9720,9687,9553
Roseau,County,15026,16343,15629,15679
Scott,County,57846,89510,129928,139672
Sherburne,County,41945,64472,88499,91126
Sibley,County,14366,15361,15226,14918
Stearns,County,119324,133199,150642,152912
Steele,County,30729,33684,36576,36573
Stevens,County,10634,10053,9726,9800
St. Louis,County,198232,200586,200226,200949
Swift,County,10724,11967,9783,9436
Todd,County,23363,24402,24895,24264
Traverse,County,4463,4137,3558,3387
Wabasha,County,19744,21610,21664,21362
Wadena,County,13154,13730,13843,13757
Waseca,County,18079,19536,19136,19025
Washington,County,145860,201214,238134,249283
Watonwan,County,11682,11882,11211,11083
