,D,norm
0,1,3.8564142144e+12
1,3,1.50033496024e+11
2,4,3.22456840588e+11
3,9,5.91656203482e+11
4,12,9.54711529665e+11
5,27(Ⅰ),5.8895067356e+11
6,27(Ⅱ),4.62464955597e+11
7,27(Ⅲ),6.92972260374e+11
8,36(Ⅰ),2.8285375038e+12
9,36(Ⅱ),1.3726832369e+12
10,81(Ⅰ),1.2630906278e+12
11,81(Ⅱ),4.51938966315e+11
12,81(Ⅲ),5.65554035458e+11
13,81(Ⅳ),1.23714248108e+12
14,81(Ⅴ),1.58397443888e+12
15,81(Ⅵ),1.2160189159e+12
16,108(Ⅰ),2.05575343794e+11
17,108(Ⅱ),5.00467599357e+11
18,108(Ⅲ),5.80051244153e+11
19,108(Ⅳ),1.02525238797e+12
20,108(Ⅴ),1.23647793009e+12
21,108(Ⅵ),1.21932617274e+12
22,324(Ⅰ),1.39151711067e+12
23,324(Ⅱ),1.20081539386e+12
24,324(Ⅲ),3.85274388156e+11
25,324(Ⅳ),2.63503987052e+12
26,324(Ⅴ),1.64853273746e+12
27,324(Ⅵ),3.08155646733e+12
28,324(Ⅶ),7.29191556342e+11
29,324(Ⅷ),1.15983729828e+12
30,324(Ⅸ),1.84470043872e+12
31,324(Ⅹ),1.01688905854e+12
32,324(ⅩⅠ),9.95123172937e+11
33,324(ⅩⅡ),1.60308185838e+12
34,324(ⅩⅢ),9.19852718248e+11
35,324(ⅩⅣ),1.1382155713e+12
36,324(ⅩⅤ),1.02094925171e+12
